track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,popularity,decade
Just Be Sincere,Jackie wilson,spotify:track:0ydH7amZ8mOIVE2GIfOYx1,-0.13881915783128396,0.47285750838066476,-1.474887584914898,0.5470452590907777,-1.503764519109264,-0.28630352456709024,0.8638686057941332,-0.5087179605517232,-0.2748359719210072,0.8998230683701058,-0.2768622670375606,-0.4999281080199998,0.25138562771624845,-0.2908666111537248,-0.3028821982788652,1.0000729971410425,60s
Cien Kilos de Barro (100 Pounds of Clay),Enrique guzman,spotify:track:4EuH5egzbPHEXadXd86uLu,-0.06570580412793528,-0.3425781154173766,-1.474887584914898,-0.40001668395248524,0.6649977355446168,-0.5011568518403584,0.14685098283763828,-0.5087179605517232,2.7317316116259245,1.2925961534906953,-0.02616431532256156,-0.6587353636369543,0.25138562771624845,-0.5368676308762755,-0.5081381131149342,-0.999927008187151,60s
Come Rain Or Come Shine,Ray charles,spotify:track:2htH7r8oqqEwp3BB6oh2cU,-1.0274276105335212,-1.4390619396506656,-0.6262352862530901,-0.4917103551775487,0.6649977355446168,-0.44889523169280676,1.1884444844987192,-0.5087037602325151,1.9049255261505182,-0.9705249560136539,0.00802957939387731,-0.10206520482213267,0.25138562771624845,-0.14516935158641903,-0.09762628344279622,1.0000729971410425,60s
Caprice viennois,Fritz kreisler,spotify:track:2KGzzTDGv5cRSs8tmfzPLB,-1.4436113162295057,-1.9730535204776354,1.6368375101783972,-1.9640810101672734,0.6649977355446168,-0.30140132594304964,1.8228427928758648,2.0315247562778778,-0.6466096173480604,-1.7310084627280904,-1.043870846109125,0.010124518393846304,0.25138562771624845,-1.0205025177644962,0.3128855462293417,-0.999927008187151,60s
Uma Especial Oração (My Special Prayer),Jerry adriani,spotify:track:2i8ttrZVcTVmMnR2s6F8Ey,0.11426552806492302,0.955785402086301,0.5053011119626535,1.1544452249471528,0.6649977355446168,-0.48373631179117454,-0.8230407565277931,-0.5080095919601301,-0.8229563698445631,0.9372300288577811,-0.060770598718998196,-0.7255347740211143,0.25138562771624845,0.3765851943001744,-0.9186499427870721,-0.999927008187151,60s
If You Never Come To Me (Inútil Paisagen),Antônio carlos jobim,spotify:track:1Dv7lvKVxBJg9fCWTA7Dt0,-1.1399096931540573,-1.613232655413354,-1.474887584914898,-1.2263894211327795,0.6649977355446168,-0.48722041980101133,1.23860621120761,-0.5072221496652892,-0.5754927302757004,-1.6326281566455048,-0.7657146814509751,-0.8682032517423109,0.25138562771624845,0.06238580435971281,-1.123905857623141,-0.999927008187151,60s
Ebrio,Gerardo reyes,spotify:track:09HWxCp7DZmbBJn6Dg1ob8,0.1423860487200565,-0.8769655387801709,-1.474887584914898,0.3350389473876536,-1.503764519109264,-0.5464502559682366,0.6337148008945174,-0.5087179605517232,-0.020434099467036084,-0.027869551724238866,-0.6361215387618376,-0.6688220998218029,0.25138562771624845,0.2415174752665206,-0.09762628344279622,-0.999927008187151,60s
I Idolize You,Ike & tina turner,spotify:track:7DLwLYJH0AJte6XK9ZTmOc,1.14347658404283,-0.7186285244504539,-0.909119385807026,0.35650317432740164,-1.503764519109264,-0.289787632576927,1.3094227665613378,-0.5087179605517232,-0.5523652873253394,1.0868578708084815,-0.026404875385893468,-0.5383669784977605,0.25138562771624845,-0.5938445567294032,-0.3028821982788652,1.0000729971410425,60s
Españolito,Joan manuel serrat,spotify:track:1QxwjJhroDhlT7BC77Rlbt,0.0861450074097889,0.31056206869270536,-1.474887584914898,1.0796969960429428,0.6649977355446168,-0.33043555935835617,-0.5908214687636937,-0.5087179605517232,-0.9553609807353799,-0.3832356763571533,0.05411401438357103,-1.31941658374454,0.25138562771624845,0.03467523460144073,-1.3291617724592102,-0.999927008187151,60s
See You In September,The happenings,spotify:track:2caREKLVN9PbVDe9EPzXjc,-0.11632274130717667,-0.623626315852624,-0.3433511866991542,0.28043696657601436,0.6649977355446168,-0.5197387612261546,1.474661395720036,-0.5087179605517232,0.7543352393700578,0.9746369893454563,0.33058625859839813,-0.7367394567997837,0.25138562771624845,-0.5310596074168399,-0.3028821982788652,1.0000729971410425,60s
